OFFICE,PROPERTY_ADDRESS,CITY,STATE_PROVINCE,ZIP_POSTAL_CODE,SALES_VOLUME,ACTUAL_CLOSE_DATE,SALES_ID
0005,7811 S 198th St,Gretna,NE,68028,"$67,572 ",1/14/2022,322
0001,7820 S 196th Street,Gretna,NE,68028,"$389,750 ",4/15/2022,10043
0004,7902 S 195th St,Gretna,NE,68028,"$539,000 ",11/23/2022,434
0004,8058 South 199th Street,Gretna,NE,68028,"$392,845 ",8/25/2022,366
0005,8101 South 193rd Street,Gretna,NE,68028,"$565,000 ",6/10/2022,309
0001,9113 South 168th Avenue,Gretna,NE,68136,"$399,900 ",9/12/2022,554
0004,9336 S 232nd Circle,Gretna,NE,68028,"$1,395,000 ",4/28/2022,10052
0005,"Lot 158,159,203,209,218,236",Gretna,NE,68028,"$410,426 ",3/28/2022,322
0004,Lot 17 NC Industrial Park North,Gretna,NE,68028,"$325,346 ",1/11/2022,64
0001,"Lot 195, 259, 289, 290, 291, 292, 308",Gretna,NE,68028,"$455,000 ",4/11/2022,322
0004,204 West 3rd Street,Kennard,NE,68034,"$235,000 ",5/3/2022,435
0004,205 W 5th Street,Kennard,NE,68034,"$179,000 ",5/6/2022,262
0004,10016 Floyd St,La Vista,NE,68128,"$425,000 ",8/1/2022,160
0001,10215 Margo Street,La Vista,NE,68128,"$605,000 ",8/15/2022,10043
0005,10319 Emiline Street,La Vista,NE,68128,"$448,000 ",7/6/2022,316
0001,7009 South 78th Street,La Vista,NE,68128,"$410,000 ",9/9/2022,10043
0001,7009 South 78th Street,La Vista,NE,68128,"$410,000 ",9/9/2022,10043
0005,7105 Valley Road,La Vista,NE,68124,"$297,000 ",7/11/2022,223
0004,7107 South 81st Street,La Vista,NE,68128,"$225,000 ",7/25/2022,262
0005,7108 Michelle Avenue,La Vista,NE,68128,"$265,000 ",9/6/2022,353
0001,7201 Valley Road,La Vista,NE,68128,"$200,000 ",3/18/2022,520
0005,7325 Josephine Street,La Vista,NE,68128,"$250,000 ",3/10/2022,223
0005,7346 S 69th Street,La Vista,NE,68128,"$160,000 ",2/7/2022,332
0005,7411 South 93rd Street,La Vista,NE,68128,"$395,000 ",12/30/2022,376
0001,7418 South 70th Street,La Vista,NE,68128,"$350,500 ",8/5/2022,377
0001,7418 South 70th Street,La Vista,NE,68128,"$350,500 ",8/5/2022,376
0003,7426 S 70th Street,La Vista,NE,68128,"$185,500 ",10/11/2022,10056
0004,7609 Gertrude Street,La Vista,NE,68128,"$176,000 ",11/10/2022,554
0004,7714 Cottonwood Avenue,La Vista,NE,68128,"$195,000 ",2/16/2022,450
0004,7714 Cottonwood Avenue,La Vista,NE,68128,"$235,000 ",7/29/2022,450
0001,7715 Cottonwood Avenue,La Vista,NE,68128,"$223,000 ",7/8/2022,10020
0001,7717 S 75Th Ave,La Vista,NE,68128,"$725,000 ",4/22/2022,10026
0001,7717 S 75Th Ave,La Vista,NE,68128,"$725,000 ",4/22/2022,10026
0001,7736 Greenleaf Drive,La Vista,NE,68128,"$240,000 ",8/11/2022,269
0001,7808 S 93rd Street,La Vista,NE,68128,"$375,000 ",8/12/2022,237
0001,7916 S 93rd,La Vista,NE,68128,"$435,000 ",6/30/2022,237
0005,8112 South 68th Avenue Court,La Vista,NE,68128,"$229,973 ",2/28/2022,316
0004,8140 South 101st Street,La Vista,NE,68128,"$400,000 ",6/27/2022,262
0004,8208 104th Street,La Vista,NE,68128,"$440,000 ",7/29/2022,281
0001,8522 South 99th Circle,La Vista,NE,68128,"$380,000 ",5/18/2022,74
0004,8539 S 103rd St,La Vista,NE,68128,"$1,050,000 ",5/31/2022,281
0004,8539 S 103rd St,La Vista,NE,68128,"$1,050,000 ",5/31/2022,10015
0003,8608 S 100th Street,La Vista,NE,68128,"$452,000 ",10/11/2022,10056
0005,8720 South 102nd Street,La Vista,NE,68128,"$425,000 ",8/1/2022,223
0001,8730 Bayberry Road,La Vista,NE,68128,"$250,000 ",2/9/2022,491
0005,8733 Bayberry Road,La Vista,NE,68128,"$265,000 ",3/31/2022,312
0001,9811 Melissa Street,La Vista,NE,68128,"$305,000 ",3/31/2022,92
0003,7110 South 76th Street,La Vista,NE,68128,"$490,000 ",6/16/2022,168
0003,7110 South 76th Street,La Vista,NE,68128,"$490,000 ",6/16/2022,168
0005,7919 S 75th Ave,La Vista,NE,68128,"$335,000 ",6/1/2022,376
0001,8630 South 97th Street,La Vista,NE,68128,"$429,928 ",6/21/2022,10055
0001,14603 84th Street,Louisville,NE,68037,"$520,000 ",9/9/2022,250
0005,16780 114th Street,Louisville,NE,68037,"$600,000 ",10/28/2022,520
0003,202 West 7th Street,Louisville,NE,68037,"$355,000 ",5/20/2022,64
0001,513 East 2nd Street,Louisville,NE,68037,"$540,000 ",11/7/2022,10008
0001,513 East 2nd Street,Louisville,NE,68037,"$540,000 ",11/7/2022,10008
0001,513 East 2nd Street,Louisville,NE,68037,"$225,000 ",10/3/2022,10008
0004,421 2nd Street,Murdock,NE,68407,"$247,167 ",6/27/2022,74
0004,608 E Campbell Street,Murray,NE,68409,"$510,000 ",10/5/2022,10059
0004,10009 S. 177th Street,Omaha,NE,68136,"$550,000 ",5/20/2022,381
0001,10009 South 163rd Avenue,Omaha,NE,68136,"$875,000 ",1/21/2022,364
0001,10020 North 53rd St,Omaha,NE,68152,"$490,000 ",4/27/2022,66
0004,10028 S 170th Circle,Omaha,NE,68136,"$338,000 ",2/11/2022,74
0001,1003 Johnston Plaza,Omaha,NE,68108,"$990,000 ",4/28/2022,240
0001,1003 Johnston Plaza,Omaha,NE,68108,"$990,000 ",4/28/2022,240
0004,1005 S 159th Ave,Omaha,NE,68118,"$353,500 ",5/31/2022,262
0004,1006 Skyline Drive,Omaha,NE,68022,"$940,000 ",8/4/2022,10047
0001,1007 Johnston Plaza,Omaha,NE,68108,"$510,000 ",9/30/2022,240
0001,1008 Bancroft St,Omaha,NE,68108,"$229,900 ",3/15/2022,360
0001,101 N 69th St,Omaha,NE,68132,"$205,000 ",3/31/2022,446
0004,101 Stanford Circle,Omaha,NE,68108,"$115,900 ",2/24/2022,370
0001,1010 Mercer Park Road,Omaha,NE,68131,"$1,020,000 ",5/4/2022,10036
0001,1010 Mercer Park Road,Omaha,NE,68131,"$1,020,000 ",5/4/2022,169
0004,1010 S 218th Street,Omaha,NE,68022,"$377,000 ",4/4/2022,10047
0001,10102 Grover Street,Omaha,NE,68124,"$400,000 ",7/27/2022,10010
0001,10116 N 30th Avenue,Omaha,NE,68112,"$380,000 ",8/30/2022,237
0001,1012 Mercer Park Road,Omaha,NE,68131,"$395,000 ",2/11/2022,399
0001,1012 S 41st Street,Omaha,NE,68105,"$206,000 ",5/25/2022,10015
0004,1013 N 77 St,Omaha,NE,68114,"$237,500 ",10/28/2022,74
0001,1015 North 83rd Street,Omaha,NE,68114,"$286,000 ",3/29/2022,303
0003,1015 Park Avenue,Omaha,NE,68105,"$400,000 ",11/22/2022,478
0004,1018 North 67th Avenue,Omaha,NE,68132,"$445,000 ",5/27/2022,241
0004,10201 S 175th Circle,Omaha,NE,68136,"$476,000 ",6/27/2022,282
0001,10204 S 180th Avenue Circle,Omaha,NE,68136,"$472,990 ",4/15/2022,444
0001,10213 Wright Street,Omaha,NE,68124,"$385,000 ",9/30/2022,384
0004,10218 Spyglass Drive,Omaha,NE,68136,"$610,000 ",9/30/2022,10052
0001,1027 Marcy Plaza #302,Omaha,NE,68108,"$229,000 ",8/2/2022,10003
0003,10276 Prairie Road,Omaha,NE,68134,"$560,000 ",12/14/2022,10045
0003,10276 Prairie Road,Omaha,NE,68134,"$560,000 ",12/14/2022,10045
0003,10297 Fowler Avenue,Omaha,NE,68134,"$279,000 ",11/22/2022,10036
0001,103 N 54th Street,Omaha,NE,68132,"$1,480,000 ",11/10/2022,10015
0001,103 N 54th Street,Omaha,NE,68132,"$1,480,000 ",11/10/2022,81
0001,10305 N Street,Omaha,NE,68127,"$654,000 ",6/30/2022,381
0001,10305 N Street,Omaha,NE,68127,"$654,000 ",6/30/2022,81
0001,10309 N Street,Omaha,NE,68127,"$250,000 ",1/21/2022,97
0001,10310 N Street,Omaha,NE,68127,"$278,000 ",2/28/2022,92
0001,10311 Hilltop Road,Omaha,NE,68134,"$225,000 ",12/7/2022,237
0001,10324 Brookside Lane,Omaha,NE,68124,"$427,500 ",10/7/2022,446
0001,1033 S 35th St,Omaha,NE,68105,"$302,000 ",4/8/2022,10015
0001,1033 S 35th St,Omaha,NE,68105,"$302,000 ",4/8/2022,229
0001,1033 South 33rd Street,Omaha,NE,68105,"$372,500 ",5/23/2022,10026
0001,1038 N 63rd St,Omaha,NE,68132,"$325,000 ",4/8/2022,10017
0004,10409 North 152nd Avenue,Omaha,NE,68022,"$380,000 ",6/30/2022,262
0003,10411 Hilltop Road,Omaha,NE,68134,"$300,000 ",7/21/2022,350
0001,10429 Madison Street,Omaha,NE,68127,"$380,000 ",9/2/2022,10015
0004,105 N 31st Avenue #604,Omaha,NE,68131,"$112,500 ",1/6/2022,467
0005,105 North 31st Ave #905,Omaha,NE,68131,"$292,000 ",1/14/2022,335
0001,105 North 31st Avenue,Omaha,NE,68131,"$148,000 ",6/3/2022,237
0004,105 North 31st Avenue #709,Omaha,NE,68131,"$135,000 ",7/8/2022,490
0005,105 S 9 St #3023,Omaha,NE,68102,"$295,000 ",9/8/2022,283
0001,105 S 9th Street #501,Omaha,NE,68102,"$465,000 ",10/6/2022,81
0004,105 S. 9th Street #410,Omaha,NE,68102,"$355,000 ",4/15/2022,10059
0001,105 South 53rd Street,Omaha,NE,68132,"$621,000 ",2/28/2022,325
0004,10537 N Street,Omaha,NE,68127,"$325,000 ",6/17/2022,279
0005,106 S 55th Street,Omaha,NE,68132,"$990,000 ",3/14/2022,10008
0005,10610 Nebraska Avenue,Omaha,NE,68134,"$320,000 ",5/13/2022,365
0004,10618 Hilltop Road,Omaha,NE,68134,"$259,500 ",6/27/2022,64
0004,10705 S 176th Street,Omaha,NE,68136,"$1,500,000 ",9/30/2022,10052
0004,10705 S 176th Street,Omaha,NE,68136,"$1,500,000 ",9/30/2022,10052
0001,10720 Hilltop Road,Omaha,NE,68134,"$667,000 ",10/28/2022,10015
0001,10720 Hilltop Road,Omaha,NE,68134,"$667,000 ",10/28/2022,364
0003,10722 Potter Street,Omaha,NE,68122,"$289,000 ",6/21/2022,10055
0005,10733 Berry Plaza,Omaha,NE,68127,"$195,000 ",12/15/2022,493
0003,10806 N 51 Street,Omaha,NE,68152,"$497,500 ",10/7/2022,303
0003,10810 Seward Street,Omaha,NE,68154,"$132,500 ",8/8/2022,303
0004,10814 South 174th Avenue,Omaha,NE,68136,"$1,250,000 ",8/22/2022,530
0004,10814 South 174th Avenue,Omaha,NE,68136,"$1,250,000 ",8/22/2022,64
0004,10819 S 175th Street,Omaha,NE,68136,"$95,000 ",6/23/2022,10052
0004,10819 South 175th Street,Omaha,NE,68136,"$99,900 ",11/4/2022,10052
0001,10819 South 176th Street,Omaha,NE,68136,"$580,000 ",1/7/2022,10017
0001,10828 Old Mill Road,Omaha,NE,68134,"$1,150,000 ",9/9/2022,349
0005,10871 Mary Street,Omaha,NE,68164,"$231,250 ",12/20/2022,184
0001,10875 Iowa Plaza,Omaha,NE,68142,"$60,000 ",6/16/2022,74
0001,10875 Iowa Plaza,Omaha,NE,68142,"$60,000 ",6/16/2022,74
0001,10902 South 175th Street,Omaha,NE,68136,"$760,000 ",5/2/2022,232
0001,10904 Taylor Street,Omaha,NE,68164,"$215,000 ",10/28/2022,464
0001,10906 Jackson Street,OMAHA,NE,68154,"$222,500 ",3/4/2022,417
0004,10912 Sleepy Hollow Lane,Omaha,NE,68152,"$445,000 ",10/28/2022,262
0001,10915 South 175th Street,Omaha,NE,68136,"$875,000 ",9/30/2022,232
0001,10920 North 62nd Street,Omaha,NE,68152,"$400,000 ",8/29/2022,399
0004,10934 Leavenworth Street,Omaha,NE,68154,"$219,500 ",6/24/2022,160
0004,10937 Olin Ave,Omaha,NE,68144,"$210,920 ",1/13/2022,77
0001,110 S 52nd Street,Omaha,NE,68132,"$920,000 ",6/24/2022,384
0001,11003 Farnam Street,Omaha,NE,68154,"$200,000 ",2/25/2022,298
0001,11005 North 62nd Street,Omaha,NE,68152,"$402,000 ",8/5/2022,262
0001,1101 Jackson Street #207,Omaha,NE,68102,"$379,000 ",2/8/2022,303
0004,11013 Hanover Street,Omaha,NE,68142,"$255,000 ",10/3/2022,172
0004,11018 Girard Street,Omaha,NE,68142,"$245,000 ",2/23/2022,370
0001,1102 S 43rd Street,Omaha,NE,68105,"$227,000 ",4/22/2022,10010
0005,11024 Sahler Street,Omaha,NE,68164,"$300,000 ",4/8/2022,332
0001,11033 Girard Street,Omaha,NE,68142,"$252,000 ",5/16/2022,81
0001,11038 Hascall Street,Omaha,NE,68144,"$305,000 ",8/22/2022,10020
0003,1106 South 22nd Street,Omaha,NE,68127,"$210,000 ",10/26/2022,556
0003,1106 South 22nd Street,Omaha,NE,68127,"$210,000 ",10/26/2022,556
0004,11062 Oakbrook Drive,Omaha,NE,68154,"$192,000 ",1/14/2022,370
0004,1107 North 49th Avenue,Omaha,NE,68132,"$185,000 ",6/24/2022,262
0001,1107 Park Ave & 2919 Pacific St,Omaha,NE,68105,"$480,000 ",9/14/2022,70
0001,1109 Bancroft Street,Omaha,NE,68108,"$15,000 ",1/14/2022,226
0001,111 North 54th Street,Omaha,NE,68132,"$1,000,000 ",5/27/2022,10015
0004,11105 N 62nd Street,Omaha,NE,68152,"$586,000 ",11/15/2022,10059
0004,11125 Woolworth Plaza,Omaha,NE,68144,"$515,000 ",5/31/2022,490
0001,11160 Girard Street,Omaha,NE,68142,"$255,000 ",7/27/2022,522
0001,1117 S 10 St #17,Omaha,NE,68108,"$445,000 ",3/31/2022,240
0001,11206 Martha Circle,Omaha,NE,68144,"$779,800 ",8/26/2022,556
0001,11206 Martha Circle,Omaha,NE,68144,"$779,800 ",8/26/2022,426
0005,11284 Bauman Avenue,Omaha,NE,68164,"$237,000 ",3/23/2022,316
0005,11305 S Circle,Omaha,NE,68137,"$281,000 ",6/30/2022,296
0001,1131 North 122nd Street,Omaha,NE,68154,"$450,000 ",8/30/2022,10015
0003,1131 S 99th Circle,Omaha,NE,68124,"$366,000 ",6/6/2022,454
0004,11321 Martha Circle,Omaha,NE,68144,"$290,000 ",9/2/2022,365
0004,11323 Queens Drive,Omaha,NE,68164,"$295,000 ",5/26/2022,64
0003,11335 Hartman Circle,Omaha,NE,68164,"$330,000 ",7/15/2022,10023
0005,11336 Taylor Street,Omaha,NE,68164,"$310,000 ",6/21/2022,223
0004,11337 Jaynes Street,Omaha,NE,68164,"$275,000 ",4/18/2022,370
0001,11341 Jaynes Street,Omaha,NE,68164,"$272,000 ",5/6/2022,370
0003,1139 Leavenworth Street,Omaha,NE,68102,"$1,056,000 ",1/20/2022,10036
0003,1139 Leavenworth Street,Omaha,NE,68102,"$1,056,000 ",1/20/2022,166
0001,1140 Lynnwood Lane,Omaha,NE,68152,"$1,480,000 ",4/14/2022,10010
0001,1140 Lynnwood Lane,Omaha,NE,68152,"$1,480,000 ",4/14/2022,10010
0003,11408 Bauman Circle,Omaha,NE,68164,"$250,000 ",7/21/2022,10055
0005,11414 Arbor Street,Omaha,NE,68144,"$290,000 ",2/17/2022,332
0001,11418 Taylor Street,Omaha,NE,68164,"$233,000 ",5/13/2022,438
0003,11425 Farnam Circle,Omaha,NE,68154,"$445,000 ",3/30/2022,350
0001,11430 Taylor Street,Omaha,NE,68164,"$690,000 ",8/12/2022,10026
0001,11430 Taylor Street,Omaha,NE,68164,"$690,000 ",8/12/2022,332
0004,11440 Nebraska Circle,Omaha,NE,68164,"$510,000 ",3/14/2022,10059
0004,11440 Nebraska Circle,Omaha,NE,68164,"$510,000 ",3/14/2022,223
0001,1147 Leavenworth Street,Omaha,NE,68102,"$610,000 ",4/11/2022,384
0004,11471 South 191st Avenue,Omaha,NE,68028,"$582,397 ",4/26/2022,450
0001,115 South 50th Street,Omaha,NE,68132,"$285,000 ",4/15/2022,92
0001,11578 Rambleridge Road,Omaha,NE,68164,"$265,000 ",6/27/2022,10055
0001,11601 S 114th Ave,Omaha,NE,68046,"$600,000 ",5/9/2022,10036
0004,11615 Tyler St,Omaha,NE,68137,"$240,000 ",8/26/2022,64
0003,11626 Ruggles Street,Omaha,NE,68164,"$309,500 ",5/27/2022,303
0005,11635 North 48th Street,Omaha,NE,68152,"$360,000 ",11/22/2022,353
0004,11646 Queens Dr,Omaha,NE,68164,"$275,000 ",1/14/2022,74
0004,11662 Sunburst Street,Omaha,NE,68164,"$284,900 ",9/2/2022,241
0001,11730 Sunburst Street,Omaha,NE,68164,"$250,000 ",12/6/2022,438
0001,118 South 49th Avenue,Omaha,NE,68132,"$620,000 ",5/31/2022,10010
0001,118 South 49th Avenue,Omaha,NE,68132,"$620,000 ",5/31/2022,10010
0004,11838 Cedar Street,Omaha,NE,68144,"$320,000 ",4/8/2022,345
0001,11903 Newport Avenue,Omaha,NE,68164,"$261,000 ",5/9/2022,343
0001,11904 Blair High Road,Omaha,NE,68142,"$295,000 ",6/23/2022,304
0003,11937 Miracle Hills Drive #5,Omaha,NE,68154,"$185,000 ",9/6/2022,10036
0005,120 1/2 North 32nd Avenue,Omaha,NE,68131,"$12,100 ",3/29/2022,332
0003,120 31st Ave #5507,Omaha,NE,68131,"$600,000 ",7/7/2022,483
0003,120 31st Ave #5507,Omaha,NE,68131,"$600,000 ",7/7/2022,169
0003,120 31st Avenue,Omaha,NE,68131,"$799,800 ",8/23/2022,169
0003,120 31st Avenue,Omaha,NE,68131,"$799,800 ",8/23/2022,169
0003,120 31st Avenue #5411,Omaha,NE,68131,"$769,800 ",4/8/2022,169
0003,120 31st Avenue #5411,Omaha,NE,68131,"$769,800 ",4/8/2022,169
0001,120 S 31st  Ave #5409,Omaha,NE,68131,"$485,000 ",9/7/2022,521
0001,120 S 31st  Ave #5409,Omaha,NE,68131,"$485,000 ",9/7/2022,426
0003,120 S 31st Ave,Omaha,NE,68131,"$439,800 ",6/1/2022,483
0003,120 S 31st Ave,Omaha,NE,68131,"$439,800 ",6/1/2022,169
0001,120 S 31st Ave #5405,Omaha,NE,68131,"$1,180,000 ",4/6/2022,478
0001,120 S 31st Ave #5405,Omaha,NE,68131,"$1,180,000 ",4/6/2022,166
0003,120 s 31st Ave #5510,Omaha,NE,68131,"$484,000 ",6/1/2022,478
0003,120 s 31st Ave #5510,Omaha,NE,68131,"$484,000 ",6/1/2022,483
0003,120 S 31st Ave #5511,Omaha,NE,68131,"$394,900 ",5/5/2022,169
0004,120 S 31st Avenue #5202,Omaha,NE,68131,"$276,500 ",3/25/2022,10047
0001,120 S 31st Avenue #5207,Omaha,NE,68131,"$799,800 ",4/1/2022,169
0001,120 S 31st Avenue #5207,Omaha,NE,68131,"$799,800 ",4/1/2022,169
0001,120 S 31st Avenue #5610,Omaha,NE,68131,"$476,000 ",5/16/2022,478
0001,120 S 31st Avenue #5610,Omaha,NE,68131,"$476,000 ",5/16/2022,478
0001,"120 S 31st Avenue, Unit 5305",Omaha,NE,68131,"$515,000 ",1/19/2022,478
0001,"120 S 31st Avenue, Unit 5404",Omaha,NE,68131,"$801,800 ",4/11/2022,169
0001,"120 S 31st Avenue, Unit 5404",Omaha,NE,68131,"$801,800 ",4/11/2022,169
0001,"120 S 31st Avenue, Unit 5406",Omaha,NE,68131,"$444,900 ",3/15/2022,169
0001,"120 S 31st Avenue, Unit 5603",Omaha,NE,68131,"$460,900 ",2/25/2022,169
0001,120 S 50th St,Omaha,NE,68132,"$910,000 ",10/7/2022,10010
0001,120 S 50th St,Omaha,NE,68132,"$910,000 ",10/7/2022,384
0004,120 S 93rd Street,Omaha,NE,68114,"$1,425,000 ",8/12/2022,490
0003,120 S. 31st Avenue,Omaha,NE,68131,"$414,900 ",4/21/2022,169
0001,120 South 31st Avenue,Omaha,NE,68131,"$415,900 ",4/22/2022,169
0001,120 South 31st Avenue #5300,Omaha,NE,68131,"$390,000 ",1/14/2022,10034
0001,120 South 31st Avenue #5504,Omaha,NE,68131,"$410,900 ",4/1/2022,169
0003,120 South 31st Avenue #5604,Omaha,NE,68131,"$911,800 ",9/23/2022,169
0003,120 South 31st Avenue #5604,Omaha,NE,68131,"$911,800 ",9/23/2022,169
0003,120 South 31st Avenue #5606,Omaha,NE,68131,"$464,900 ",3/16/2022,169
0003,120 South 31st Avenue #5611,Omaha,NE,68131,"$879,800 ",5/27/2022,483
0003,120 South 31st Avenue #5611,Omaha,NE,68131,"$879,800 ",5/27/2022,169
0001,120 South 31st Avenue #5703,Omaha,NE,68131,"$435,900 ",2/22/2022,169
0003,120 South 31st Avenue #5704,Omaha,NE,68131,"$430,900 ",5/26/2022,169
0001,1201 S 10th Court,Omaha,NE,68108,"$390,000 ",3/25/2022,429
0004,12035 Pierce Plaza #222,Omaha,NE,68144,"$150,000 ",4/29/2022,365
0001,1206 Atlas Street,Omaha,NE,68107,"$150,000 ",3/4/2022,323
0003,12068 Patrick Avenue,Omaha,NE,68164,"$370,000 ",7/1/2022,64
0003,12068 Patrick Avenue,Omaha,NE,68164,"$370,000 ",7/1/2022,64
0004,12074 Locust Street,Omaha,NE,68164,"$272,000 ",3/31/2022,490
0001,1208 N 95th Avenue,Omaha,NE,68114,"$500,000 ",5/27/2022,438
0001,1208 N 95th Avenue,Omaha,NE,68114,"$500,000 ",5/27/2022,370
0003,1208 S. 62nd St.,Omaha,NE,68124,"$209,000 ",8/2/2022,534
0001,1210 North 158th Avenue,Omaha,NE,68118,"$345,000 ",4/15/2022,365
0001,12124 North 42nd Street,Omaha,NE,68112,"$100,000 ",2/9/2022,350
0001,12163 Sandra Ln,Omaha,NE,68137,"$245,000 ",5/13/2022,400
0001,1219 South 196th St.,Omaha,NE,68130,"$387,000 ",3/25/2022,519
0001,12209 Signal Drive,Omaha,NE,68137,"$221,000 ",7/29/2022,83
0001,12223 Weir St,Omaha,NE,68137,"$180,000 ",5/6/2022,10020
0004,1223 S 169th St,Omaha,NE,68130,"$415,000 ",1/13/2022,174
0003,12233 Orchard Avenue,Omaha,NE,68137,"$530,000 ",5/10/2022,70
0003,12233 Orchard Avenue,Omaha,NE,68137,"$530,000 ",5/10/2022,70
0003,12243 William Circle,Omaha,NE,68144,"$454,000 ",7/15/2022,10036
0003,12243 William Circle,Omaha,NE,68144,"$454,000 ",7/15/2022,70
0001,12302 North 67th Street,Omaha,NE,68152,"$557,820 ",3/1/2022,299
0001,12318 Lafayette Avenue,Omaha,NE,68154,"$360,000 ",7/8/2022,10047
0004,1233 S. 176th Avenue Circle,Omaha,NE,68130,"$315,000 ",5/27/2022,382
0001,12335 C Street,Omaha,NE,68144,"$220,000 ",3/17/2022,253
0003,12411 Wirt Street,Omaha,NE,68164,"$520,000 ",1/3/2022,474
0003,12411 Wirt Street,Omaha,NE,68164,"$520,000 ",1/3/2022,370
0005,12435 Frances Cir,Omaha,NE,68144,"$150,000 ",8/24/2022,332
0005,12435 Ohern Street,Omaha,NE,68137,"$235,000 ",6/21/2022,224
0001,12466 Evans Street,Omaha,NE,68164,"$1,004,000 ",3/30/2022,384
0001,12466 Evans Street,Omaha,NE,68164,"$1,004,000 ",3/30/2022,303
0001,1247 South 11th Street,Omaha,NE,68108,"$305,000 ",4/1/2022,10056
0001,126 North 38th Street,Omaha,NE,68131,"$230,000 ",10/28/2022,304
0001,12613 Westwood Lane,Omaha,NE,68144,"$240,000 ",8/12/2022,10002
0001,12621 C Street,Omaha,NE,68144,"$200,000 ",1/7/2022,166
0001,12621 Yates St,Omaha,NE,68164,"$255,000 ",12/21/2022,240
0005,12635 O Street,Omaha,NE,68137,"$240,000 ",8/5/2022,197
0004,12636 Orchard Avenue,Omaha,NE,68137,"$240,000 ",4/27/2022,473
0005,12662 N Street,Omaha,NE,68137,"$215,000 ",12/30/2022,435
0001,12708 Camden Avenue,Omaha,NE,68164,"$238,000 ",12/9/2022,325
0004,12712 Slayton Street,Omaha,NE,68138,"$511,641 ",1/21/2022,10052
0001,12718 Corby Street,Omaha,NE,68164,"$258,000 ",11/1/2022,299
0001,12718 Grant Circle,Omaha,NE,68164,"$250,500 ",9/1/2022,341
0001,12721 Glenn Street,Omaha,NE,68138,"$589,669 ",8/31/2022,10050
0001,12723 Larimore Ave,Omaha,NE,68164,"$125,000 ",11/18/2022,10036
0001,12743 Ohio Circle,Omaha,NE,68164,"$310,500 ",5/31/2022,323
0003,12780 Deauville #305,Omaha,NE,68137,"$135,000 ",9/16/2022,10045
0004,12807 Josephine Street,Omaha,NE,68138,"$235,000 ",9/2/2022,97
0003,12812 Olive St,Omaha,NE,68138,"$250,000 ",12/20/2022,298
0004,12817 Laurel Avenue,Omaha,NE,68164,"$440,000 ",4/13/2022,10059
0004,12817 Laurel Avenue,Omaha,NE,68164,"$440,000 ",4/13/2022,10059
0001,12840 Burt Court,Omaha,NE,68154,"$230,000 ",12/20/2022,10028
0004,12908 Eagle Run Drive,Omaha,NE,68164,"$584,000 ",4/8/2022,10052
0004,1291 Peterson Drive,Omaha,NE,68130,"$336,000 ",8/22/2022,10052
0003,12917 Harney Street,Omaha,NE,68154,"$280,000 ",11/30/2022,556
0003,12922 Lark Street,Omaha,NE,68164,"$275,000 ",3/25/2022,10055
0001,12926 Southdale Drive,Omaha,NE,68137,"$255,000 ",10/21/2022,10010
0001,12945 Ohio Circle,Omaha,NE,68164,"$271,000 ",10/12/2022,89
0001,12977 Hamilton Street,Omaha,NE,68154,"$1,356,000 ",6/24/2022,384
0001,12977 Hamilton Street,Omaha,NE,68154,"$1,356,000 ",6/24/2022,184
0003,12979 Seward St,Omaha,NE,68154,"$365,000 ",10/11/2022,556
0001,13002 Edna Street,Omaha,NE,68138,"$225,500 ",10/14/2022,161
0001,13012 Fowler Cir,Omaha,NE,68164,"$234,400 ",12/12/2022,10050
0001,1302 South 52nd Street,Omaha,NE,68106,"$550,000 ",4/11/2022,384
0001,1302 South 52nd Street,Omaha,NE,68106,"$550,000 ",4/11/2022,10003
0001,13024 Ames Avenue,Omaha,NE,68164,"$245,000 ",3/28/2022,10028
0004,1306 S 136th Street,Omaha,NE,68144,"$325,000 ",7/22/2022,450
0003,1307 Archer Avenue,Omaha,NE,68107,"$180,000 ",11/9/2022,70
0001,1307 South 52nd Avenue,Omaha,NE,68106,"$255,000 ",5/4/2022,226
0003,1308 Jackson St,Omaha,NE,68102,"$349,000 ",4/29/2022,478
0001,1309 N 57th Street,Omaha,NE,68132,"$240,000 ",10/14/2022,446
0005,1309 NW Radial HWY,Omaha,NE,68132,"$150,000 ",10/20/2022,376
0001,1309 S 32nd Street,Omaha,NE,68105,"$333,000 ",3/16/2022,10028
0005,131 S 39th St #17,Omaha,NE,68131,"$195,900 ",10/21/2022,296
0001,131 S 39th St #19,Omaha,NE,68131,"$232,500 ",7/18/2022,10003
0001,131 S. 39th,Omaha,NE,68131,"$155,000 ",6/24/2022,400
0003,13104 Lillian Street,Omaha,NE,68138,"$230,000 ",5/20/2022,10056
0004,1314 S 96th Street,Omaha,NE,68124,"$810,000 ",2/11/2022,262
0004,1314 S 96th Street,Omaha,NE,68124,"$810,000 ",2/11/2022,97
0005,1315 Mayfair,Omaha,NE,68144,"$325,000 ",3/18/2022,312
0001,1315 North 42nd Street,Omaha,NE,68131,"$364,000 ",10/7/2022,10020
0001,1315 North 42nd Street,Omaha,NE,68131,"$364,000 ",10/7/2022,10020
0001,13161 Potter Street,Omaha,NE,68142,"$60,000 ",5/27/2022,10008
0003,132 Dundee Ridge Ct.,Omaha,NE,68132,"$395,000 ",6/30/2022,10045
0004,1320 S 172 St.,Omaha,NE,68130,"$350,000 ",10/21/2022,262
